nom du fichier de données | nom du dossier des requêtes | nombre de triplets RDF | nombre de requêtes | temps de lecture des données (ms) | temps de lecture des requêtes (ms) | temps création dico (ms) | nombre d’index | temps de création des index (ms) | temps total d’évaluation du workload (ms) | temps total (du début à la fin du programme) (ms)
data/100K.nt|data/STAR_ALL_workload.queryset|107338|1200|NON_DISPONIBLE|NON_DISPONIBLE|34190.0|6|286.0|36338.0|36339.0
